,airy,calm,dark,deep,different,eerie,happy,light,loud,low,mellow,quiet,sad,scary,soft,strange
7550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7552,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7554,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7570,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7604,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7620,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7626,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
7627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7628,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7629,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7630,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7631,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7633,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7641,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7675,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7676,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7696,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7707,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7711,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7713,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7740,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7743,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7762,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7773,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7780,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7783,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7829,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7830,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7833,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7836,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7855,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7892,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7955,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
7958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7959,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7962,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7975,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8029,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8034,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8055,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8056,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8060,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8071,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8089,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8092,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8169,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8172,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8183,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8198,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8224,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8296,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8297,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8301,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8302,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8380,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8381,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8399,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8406,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8424,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8434,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8459,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8492,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8516,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8518,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8519,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8542,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8549,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8553,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8561,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8566,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8573,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8575,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8588,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8635,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8641,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8679,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8701,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8711,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8726,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8729,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8746,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8755,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8827,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8849,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8883,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8885,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8892,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8922,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
8924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8947,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8948,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1
8949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8950,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8969,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8971,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9033,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9050,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9061,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9066,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9077,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9170,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9213,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9285,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9337,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9341,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9342,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9376,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9387,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9416,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9422,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9454,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9460,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9473,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9479,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9501,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9509,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9582,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9642,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9683,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9691,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9697,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9703,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9715,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9726,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9750,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9832,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9833,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9836,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9837,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9838,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9843,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9851,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9853,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9854,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9856,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
9857,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
9858,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9862,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9864,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9865,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9868,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9869,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9893,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9897,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9898,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9907,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9931,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9933,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10017,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
10021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10031,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10037,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10039,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10184,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10197,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
10198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
