,instrumental,singing
13731,1.0,0.0
13733,0.0,1.0
13734,0.0,1.0
13735,0.0,1.0
13741,1.0,0.0
13742,0.0,1.0
13743,0.0,1.0
13755,1.0,0.0
13765,0.0,1.0
13766,1.0,1.0
13771,1.0,0.0
13772,1.0,1.0
13773,0.0,1.0
13774,1.0,0.0
13775,0.0,1.0
13777,0.0,1.0
13780,0.0,1.0
13781,0.0,1.0
13783,0.0,1.0
13785,1.0,0.0
13788,1.0,0.0
13790,1.0,0.0
13791,1.0,0.0
13799,1.0,0.0
13808,0.0,1.0
13809,0.0,1.0
13810,0.0,1.0
13812,0.0,1.0
13813,0.0,1.0
13814,0.0,1.0
13817,0.0,1.0
13835,0.0,1.0
13839,1.0,0.0
13845,0.0,1.0
13846,0.0,1.0
13847,0.0,1.0
13848,0.0,1.0
13849,0.0,1.0
13851,0.0,1.0
13857,0.0,1.0
13860,0.0,1.0
13864,1.0,0.0
13870,1.0,0.0
13871,0.0,1.0
13874,0.0,1.0
13876,0.0,1.0
13879,1.0,1.0
13884,1.0,0.0
13892,1.0,0.0
13897,1.0,0.0
13899,0.0,1.0
13902,0.0,1.0
13903,0.0,1.0
13904,0.0,1.0
13905,0.0,1.0
13906,0.0,1.0
13908,0.0,1.0
13909,1.0,0.0
13912,0.0,1.0
13915,1.0,0.0
13919,1.0,0.0
13925,1.0,0.0
13926,1.0,1.0
13927,0.0,1.0
13937,1.0,0.0
13961,0.0,1.0
13962,0.0,1.0
13963,1.0,0.0
13964,0.0,1.0
13965,0.0,1.0
13967,0.0,1.0
13971,0.0,1.0
13972,0.0,1.0
13973,0.0,1.0
13975,0.0,1.0
13997,0.0,1.0
14000,0.0,1.0
14008,0.0,1.0
14009,0.0,1.0
14012,0.0,1.0
14013,0.0,1.0
14014,0.0,1.0
14015,0.0,1.0
14017,1.0,0.0
14019,1.0,0.0
14028,1.0,0.0
14032,0.0,1.0
14034,0.0,1.0
14038,0.0,1.0
14039,0.0,1.0
14040,0.0,1.0
14042,0.0,1.0
14051,1.0,0.0
14066,1.0,0.0
14068,0.0,1.0
14073,0.0,1.0
14074,0.0,1.0
14076,0.0,1.0
14085,0.0,1.0
14088,0.0,1.0
14091,0.0,1.0
14092,0.0,1.0
14093,0.0,1.0
14094,0.0,1.0
14110,1.0,1.0
14113,1.0,0.0
14115,1.0,0.0
14130,0.0,1.0
14131,0.0,1.0
14132,0.0,1.0
14138,1.0,0.0
14141,0.0,1.0
14143,0.0,1.0
14152,1.0,0.0
14157,0.0,1.0
14160,1.0,0.0
14164,0.0,1.0
14167,0.0,1.0
14168,0.0,1.0
14169,0.0,1.0
14174,1.0,0.0
14182,1.0,0.0
14183,0.0,1.0
14184,1.0,0.0
14191,0.0,1.0
14193,0.0,1.0
14194,0.0,1.0
14197,0.0,1.0
14198,0.0,1.0
14214,0.0,1.0
14215,0.0,1.0
14216,0.0,1.0
14217,0.0,1.0
14218,0.0,1.0
14219,0.0,1.0
14221,0.0,1.0
14223,1.0,0.0
14225,1.0,0.0
14229,1.0,0.0
14239,0.0,1.0
14240,0.0,1.0
14241,0.0,1.0
14242,0.0,1.0
14243,0.0,1.0
14256,1.0,0.0
14257,1.0,0.0
14260,1.0,0.0
14274,0.0,1.0
14275,1.0,1.0
14284,0.0,1.0
14285,0.0,1.0
14307,1.0,0.0
14308,1.0,0.0
14309,0.0,1.0
14311,0.0,1.0
14312,0.0,1.0
14314,0.0,1.0
14317,0.0,1.0
14318,0.0,1.0
14325,1.0,0.0
14330,1.0,0.0
14333,1.0,0.0
14335,1.0,0.0
14349,1.0,0.0
14352,1.0,0.0
14358,1.0,0.0
14363,0.0,1.0
14364,0.0,1.0
14365,0.0,1.0
14366,0.0,1.0
14374,1.0,0.0
14377,1.0,0.0
14390,1.0,0.0
14392,1.0,0.0
14393,1.0,0.0
14406,1.0,0.0
14410,0.0,1.0
14414,1.0,0.0
14418,0.0,1.0
14419,0.0,1.0
14420,0.0,1.0
14423,1.0,0.0
14427,0.0,1.0
14430,1.0,0.0
14444,1.0,0.0
14447,1.0,0.0
14448,1.0,0.0
14449,0.0,1.0
14450,0.0,1.0
14452,0.0,1.0
14453,0.0,1.0
14454,0.0,1.0
14455,0.0,1.0
14456,0.0,1.0
14457,0.0,1.0
14460,1.0,0.0
14462,0.0,1.0
14463,0.0,1.0
14464,0.0,1.0
14465,0.0,1.0
14467,0.0,1.0
14468,0.0,1.0
14471,0.0,1.0
14473,1.0,0.0
14476,0.0,1.0
14478,0.0,1.0
14479,0.0,1.0
14481,0.0,1.0
14482,0.0,1.0
14484,0.0,1.0
14485,0.0,1.0
14487,1.0,1.0
14488,0.0,1.0
14491,0.0,1.0
14492,0.0,1.0
14493,0.0,1.0
14500,0.0,1.0
14502,0.0,1.0
14503,0.0,1.0
14505,0.0,1.0
14506,0.0,1.0
14507,0.0,1.0
14514,0.0,1.0
14517,0.0,1.0
14518,0.0,1.0
14519,0.0,1.0
14520,0.0,1.0
14522,0.0,1.0
14523,0.0,1.0
14524,0.0,1.0
14525,0.0,1.0
14528,0.0,1.0
14529,0.0,1.0
14531,0.0,1.0
14532,0.0,1.0
14533,0.0,1.0
14535,0.0,1.0
14538,1.0,0.0
14540,1.0,0.0
14544,1.0,0.0
14546,0.0,1.0
14547,0.0,1.0
14553,1.0,0.0
14555,0.0,1.0
14556,0.0,1.0
14558,0.0,1.0
14560,0.0,1.0
14563,0.0,1.0
14565,0.0,1.0
14566,0.0,1.0
14568,0.0,1.0
14569,0.0,1.0
14572,0.0,1.0
14574,0.0,1.0
14579,0.0,1.0
14583,1.0,0.0
14585,1.0,0.0
14586,1.0,0.0
14588,0.0,1.0
14590,0.0,1.0
14591,1.0,1.0
14595,0.0,1.0
14596,0.0,1.0
14603,0.0,1.0
14606,0.0,1.0
14607,0.0,1.0
14608,0.0,1.0
14609,0.0,1.0
14610,0.0,1.0
14613,1.0,0.0
14619,0.0,1.0
14621,0.0,1.0
14622,1.0,0.0
14632,1.0,0.0
14635,0.0,1.0
14636,0.0,1.0
14641,0.0,1.0
14643,0.0,1.0
14644,0.0,1.0
14653,1.0,0.0
14656,0.0,1.0
14662,0.0,1.0
14663,0.0,1.0
14665,0.0,1.0
14666,0.0,1.0
14667,0.0,1.0
14669,1.0,0.0
14675,0.0,1.0
14678,0.0,1.0
14690,0.0,1.0
14691,0.0,1.0
14700,1.0,0.0
14702,1.0,0.0
14705,1.0,0.0
14710,0.0,1.0
14711,0.0,1.0
14712,0.0,1.0
14713,0.0,1.0
14714,0.0,1.0
14715,0.0,1.0
14716,0.0,1.0
14717,0.0,1.0
14718,0.0,1.0
14722,0.0,1.0
14723,0.0,1.0
14724,0.0,1.0
14725,0.0,1.0
14727,0.0,1.0
14728,0.0,1.0
14729,0.0,1.0
14730,0.0,1.0
14731,0.0,1.0
14732,0.0,1.0
14739,1.0,0.0
14740,0.0,1.0
14742,0.0,1.0
14744,0.0,1.0
14745,1.0,0.0
14748,1.0,0.0
14753,1.0,1.0
14754,1.0,0.0
14757,1.0,0.0
14759,1.0,0.0
14767,0.0,1.0
14773,0.0,1.0
14774,0.0,1.0
14775,0.0,1.0
14776,0.0,1.0
14779,0.0,1.0
14781,0.0,1.0
14783,0.0,1.0
14817,1.0,0.0
14818,0.0,1.0
14820,0.0,1.0
14823,1.0,0.0
14831,1.0,0.0
14833,1.0,0.0
14842,1.0,0.0
14844,1.0,0.0
14847,0.0,1.0
14858,1.0,0.0
14861,0.0,1.0
14862,0.0,1.0
14863,0.0,1.0
14865,0.0,1.0
14866,0.0,1.0
14870,1.0,0.0
14878,1.0,0.0
14879,1.0,0.0
14883,0.0,1.0
14884,0.0,1.0
14885,0.0,1.0
14887,0.0,1.0
14888,0.0,1.0
14891,0.0,1.0
14893,0.0,1.0
14894,1.0,1.0
14896,1.0,0.0
14908,0.0,1.0
14909,0.0,1.0
14910,0.0,1.0
14911,0.0,1.0
14914,1.0,0.0
14920,1.0,0.0
14929,0.0,1.0
14931,1.0,1.0
14932,0.0,1.0
14933,0.0,1.0
14934,0.0,1.0
14947,1.0,0.0
14951,1.0,0.0
14953,1.0,0.0
14976,0.0,1.0
14977,0.0,1.0
14978,0.0,1.0
14991,1.0,0.0
14992,1.0,0.0
14994,1.0,0.0
14995,0.0,1.0
15016,1.0,0.0
15018,1.0,0.0
15031,1.0,0.0
15035,0.0,1.0
15036,0.0,1.0
15038,0.0,1.0
15039,0.0,1.0
15042,0.0,1.0
15046,0.0,1.0
15051,0.0,1.0
15054,1.0,0.0
15056,1.0,0.0
15070,1.0,0.0
15072,1.0,0.0
15074,1.0,0.0
15076,0.0,1.0
15078,0.0,1.0
15080,0.0,1.0
15090,1.0,0.0
15093,0.0,1.0
15095,0.0,1.0
15097,0.0,1.0
15098,0.0,1.0
15105,0.0,1.0
15110,1.0,0.0
15112,1.0,0.0
15123,1.0,0.0
15126,1.0,0.0
15127,0.0,1.0
15129,1.0,0.0
15130,0.0,1.0
15131,0.0,1.0
15132,0.0,1.0
15135,0.0,1.0
15137,1.0,0.0
15138,0.0,1.0
15139,0.0,1.0
15140,0.0,1.0
15141,1.0,0.0
15159,1.0,0.0
15169,0.0,1.0
15171,0.0,1.0
15172,0.0,1.0
15173,0.0,1.0
15174,0.0,1.0
15176,0.0,1.0
15177,0.0,1.0
15179,1.0,0.0
15180,0.0,1.0
15181,0.0,1.0
15182,0.0,1.0
15185,0.0,1.0
15186,0.0,1.0
15188,0.0,1.0
15189,0.0,1.0
15190,0.0,1.0
15191,1.0,0.0
15192,1.0,0.0
15194,1.0,0.0
15197,1.0,0.0
15199,1.0,0.0
15202,1.0,0.0
15214,1.0,0.0
15223,1.0,0.0
15224,0.0,1.0
15225,0.0,1.0
15226,1.0,0.0
15227,0.0,1.0
15228,0.0,1.0
15231,1.0,0.0
15246,1.0,0.0
15248,1.0,0.0
15251,1.0,0.0
15262,1.0,0.0
15272,0.0,1.0
15273,0.0,1.0
15278,0.0,1.0
15279,0.0,1.0
15280,0.0,1.0
15281,1.0,0.0
15282,1.0,0.0
15287,0.0,1.0
15288,1.0,0.0
15289,1.0,0.0
15292,1.0,0.0
15293,0.0,1.0
15294,0.0,1.0
15295,0.0,1.0
15296,0.0,1.0
15297,0.0,1.0
15310,1.0,0.0
15322,0.0,1.0
15323,0.0,1.0
15337,1.0,0.0
15350,1.0,0.0
15355,0.0,1.0
15356,0.0,1.0
15357,0.0,1.0
15362,1.0,0.0
15364,1.0,0.0
15366,1.0,0.0
15367,0.0,1.0
15372,1.0,0.0
15378,0.0,1.0
15379,0.0,1.0
15380,0.0,1.0
15383,0.0,1.0
15384,0.0,1.0
15385,0.0,1.0
15390,1.0,0.0
15392,0.0,1.0
15393,0.0,1.0
15397,0.0,1.0
15398,0.0,1.0
15400,0.0,1.0
15402,0.0,1.0
15404,0.0,1.0
15405,0.0,1.0
15406,0.0,1.0
15407,0.0,1.0
15408,0.0,1.0
15409,0.0,1.0
15410,0.0,1.0
15411,0.0,1.0
15412,0.0,1.0
15413,0.0,1.0
15414,0.0,1.0
15427,0.0,1.0
15428,0.0,1.0
15429,0.0,1.0
15430,0.0,1.0
15432,0.0,1.0
15436,0.0,1.0
15439,0.0,1.0
15440,0.0,1.0
15441,0.0,1.0
15446,1.0,0.0
15452,1.0,0.0
15453,1.0,0.0
15455,1.0,0.0
15462,1.0,0.0
15463,1.0,0.0
15472,1.0,0.0
15477,1.0,0.0
15481,0.0,1.0
15483,1.0,0.0
15485,0.0,1.0
15487,1.0,0.0
15504,1.0,0.0
15512,1.0,0.0
15513,1.0,0.0
15522,1.0,0.0
15523,1.0,0.0
15524,1.0,0.0
15527,0.0,1.0
15536,1.0,0.0
15547,0.0,1.0
15550,0.0,1.0
15551,0.0,1.0
15554,0.0,1.0
15555,0.0,1.0
15556,0.0,1.0
15557,0.0,1.0
15558,0.0,1.0
15559,1.0,0.0
15560,0.0,1.0
15561,0.0,1.0
15563,1.0,0.0
15564,1.0,0.0
15567,1.0,0.0
15568,0.0,1.0
15569,0.0,1.0
15573,0.0,1.0
15578,0.0,1.0
15579,0.0,1.0
15580,0.0,1.0
15583,0.0,1.0
15585,0.0,1.0
15587,1.0,0.0
15589,1.0,0.0
15594,1.0,0.0
15599,0.0,1.0
15607,1.0,0.0
15610,0.0,1.0
15612,0.0,1.0
15615,0.0,1.0
15616,0.0,1.0
15618,1.0,0.0
15629,0.0,1.0
15630,0.0,1.0
15631,0.0,1.0
15632,0.0,1.0
15634,0.0,1.0
15644,1.0,0.0
15646,1.0,0.0
15650,1.0,0.0
15654,1.0,0.0
15657,0.0,1.0
15658,0.0,1.0
15659,0.0,1.0
15668,0.0,1.0
15670,0.0,1.0
15673,1.0,0.0
15676,0.0,1.0
15677,0.0,1.0
15686,1.0,0.0
15689,0.0,1.0
15699,1.0,0.0
15700,1.0,0.0
15704,0.0,1.0
15706,0.0,1.0
15708,0.0,1.0
15713,1.0,0.0
15717,1.0,0.0
15718,1.0,0.0
15719,1.0,1.0
15720,0.0,1.0
15721,0.0,1.0
15722,0.0,1.0
15723,1.0,0.0
15732,0.0,1.0
15733,0.0,1.0
15734,0.0,1.0
15735,0.0,1.0
15736,0.0,1.0
15737,0.0,1.0
15739,1.0,0.0
15745,1.0,0.0
15758,1.0,0.0
15762,0.0,1.0
15765,1.0,0.0
15778,0.0,1.0
15783,1.0,0.0
15784,1.0,0.0
15786,1.0,0.0
15800,0.0,1.0
15801,0.0,1.0
15802,0.0,1.0
15803,0.0,1.0
15804,0.0,1.0
15806,0.0,1.0
15809,0.0,1.0
15810,0.0,1.0
15811,0.0,1.0
15813,1.0,0.0
15816,1.0,0.0
15824,1.0,0.0
15827,1.0,0.0
15829,0.0,1.0
15831,0.0,1.0
15832,0.0,1.0
15835,0.0,1.0
15837,0.0,1.0
15842,1.0,0.0
15844,1.0,0.0
15845,1.0,0.0
15849,0.0,1.0
15851,0.0,1.0
15854,0.0,1.0
15855,0.0,1.0
15856,0.0,1.0
15859,1.0,0.0
15871,0.0,1.0
15873,0.0,1.0
15899,0.0,1.0
15900,0.0,1.0
15903,0.0,1.0
15904,0.0,1.0
15905,0.0,1.0
15906,0.0,1.0
15907,1.0,0.0
15908,0.0,1.0
15909,0.0,1.0
15911,0.0,1.0
15912,0.0,1.0
15915,0.0,1.0
15917,0.0,1.0
15918,0.0,1.0
15919,0.0,1.0
15922,0.0,1.0
15924,0.0,1.0
15936,0.0,1.0
15937,0.0,1.0
15938,0.0,1.0
15939,0.0,1.0
15940,1.0,0.0
15943,0.0,1.0
15944,0.0,1.0
15945,0.0,1.0
15946,0.0,1.0
15950,1.0,0.0
15956,0.0,1.0
15957,0.0,1.0
15958,0.0,1.0
15960,1.0,0.0
15968,0.0,1.0
15969,0.0,1.0
15971,0.0,1.0
15972,0.0,1.0
15975,0.0,1.0
15976,0.0,1.0
15977,0.0,1.0
15993,1.0,0.0
15997,1.0,0.0
16005,1.0,0.0
16015,0.0,1.0
16030,1.0,0.0
16032,0.0,1.0
16033,0.0,1.0
16034,0.0,1.0
16044,0.0,1.0
16046,1.0,0.0
16053,1.0,0.0
16056,0.0,1.0
16058,0.0,1.0
16059,0.0,1.0
16065,0.0,1.0
16066,0.0,1.0
16070,0.0,1.0
16071,0.0,1.0
16072,0.0,1.0
16077,0.0,1.0
16079,0.0,1.0
16082,1.0,0.0
16087,1.0,0.0
16089,1.0,0.0
16095,1.0,0.0
16101,1.0,0.0
16104,1.0,0.0
16106,1.0,0.0
16110,1.0,0.0
16118,0.0,1.0
16119,0.0,1.0
16123,0.0,1.0
16124,0.0,1.0
16126,0.0,1.0
16135,1.0,0.0
16139,1.0,0.0
16140,1.0,0.0
16142,0.0,1.0
16144,0.0,1.0
16147,1.0,0.0
16148,1.0,0.0
16150,0.0,1.0
16151,0.0,1.0
16152,0.0,1.0
16157,0.0,1.0
16161,1.0,0.0
16172,1.0,0.0
16173,0.0,1.0
16176,0.0,1.0
16180,0.0,1.0
16181,1.0,1.0
16182,0.0,1.0
16184,0.0,1.0
16185,0.0,1.0
16189,0.0,1.0
16191,0.0,1.0
16194,1.0,1.0
16202,1.0,0.0
16207,1.0,0.0
16213,0.0,1.0
16214,0.0,1.0
16215,0.0,1.0
16216,0.0,1.0
16217,0.0,1.0
16227,1.0,0.0
16229,0.0,1.0
16233,1.0,0.0
16235,0.0,1.0
16236,0.0,1.0
16237,0.0,1.0
16247,0.0,1.0
16248,0.0,1.0
16249,0.0,1.0
16251,0.0,1.0
16252,0.0,1.0
16261,0.0,1.0
16262,0.0,1.0
16267,0.0,1.0
16268,0.0,1.0
16269,0.0,1.0
16270,0.0,1.0
16280,1.0,0.0
16281,1.0,0.0
16284,0.0,1.0
16286,0.0,1.0
16290,1.0,0.0
16292,1.0,0.0
16308,1.0,0.0
16313,0.0,1.0
16316,0.0,1.0
16317,0.0,1.0
16318,0.0,1.0
16319,1.0,0.0
16322,0.0,1.0
16330,0.0,1.0
16331,0.0,1.0
16333,0.0,1.0
16334,0.0,1.0
16335,0.0,1.0
16336,0.0,1.0
16338,1.0,0.0
16339,1.0,0.0
16345,1.0,0.0
16349,1.0,0.0
16355,1.0,0.0
16356,1.0,0.0
16359,0.0,1.0
16361,1.0,0.0
16366,1.0,0.0
16368,1.0,0.0
16371,0.0,1.0
16373,0.0,1.0
16379,0.0,1.0
16380,1.0,0.0
16382,0.0,1.0
16387,1.0,0.0
16389,0.0,1.0
16391,0.0,1.0
16397,1.0,0.0
16399,1.0,0.0
16400,0.0,1.0
16408,1.0,0.0
16417,1.0,0.0
16419,1.0,0.0
16420,0.0,1.0
16421,0.0,1.0
16422,0.0,1.0
16423,0.0,1.0
16425,0.0,1.0
16426,0.0,1.0
16432,1.0,1.0
16438,1.0,0.0
16439,1.0,0.0
16447,1.0,1.0
16452,1.0,0.0
16455,1.0,0.0
16466,0.0,1.0
16468,0.0,1.0
16469,0.0,1.0
16470,0.0,1.0
16474,1.0,0.0
16484,0.0,1.0
16485,0.0,1.0
16486,0.0,1.0
16488,1.0,0.0
16490,1.0,0.0
16493,0.0,1.0
16496,0.0,1.0
16499,1.0,0.0
16500,1.0,0.0
16506,1.0,0.0
16507,1.0,0.0
16518,1.0,0.0
16523,1.0,0.0
16525,1.0,0.0
16532,0.0,1.0
16533,0.0,1.0
16546,0.0,1.0
16549,1.0,0.0
16556,0.0,1.0
16559,0.0,1.0
16560,1.0,1.0
16563,0.0,1.0
16566,0.0,1.0
16567,0.0,1.0
16569,0.0,1.0
16570,0.0,1.0
16571,1.0,0.0
16577,0.0,1.0
16582,1.0,0.0
16588,0.0,1.0
16592,0.0,1.0
16594,0.0,1.0
16596,0.0,1.0
16597,0.0,1.0
16605,0.0,1.0
16606,0.0,1.0
16609,1.0,0.0
16615,0.0,1.0
16623,1.0,0.0
16624,0.0,1.0
16626,0.0,1.0
16631,1.0,0.0
16632,0.0,1.0
16638,1.0,0.0
16645,1.0,0.0
16646,0.0,1.0
16647,1.0,0.0
16649,0.0,1.0
16650,0.0,1.0
16651,0.0,1.0
16652,0.0,1.0
16654,0.0,1.0
16657,0.0,1.0
16658,0.0,1.0
16659,0.0,1.0
16669,0.0,1.0
16670,0.0,1.0
16671,0.0,1.0
16673,0.0,1.0
16676,1.0,0.0
16677,0.0,1.0
16678,0.0,1.0
16679,0.0,1.0
16680,0.0,1.0
16682,0.0,1.0
16683,0.0,1.0
16692,1.0,0.0
16693,0.0,1.0
16694,0.0,1.0
16695,0.0,1.0
16697,0.0,1.0
16700,0.0,1.0
16701,0.0,1.0
16703,0.0,1.0
16704,0.0,1.0
16705,0.0,1.0
16706,0.0,1.0
16709,1.0,0.0
16711,1.0,0.0
16716,1.0,0.0
16725,0.0,1.0
16738,0.0,1.0
16740,0.0,1.0
16741,0.0,1.0
16758,0.0,1.0
16759,0.0,1.0
16761,0.0,1.0
16763,0.0,1.0
16771,0.0,1.0
16772,1.0,0.0
16783,0.0,1.0
16787,0.0,1.0
16788,0.0,1.0
16790,0.0,1.0
16791,0.0,1.0
16792,0.0,1.0
16793,0.0,1.0
16796,1.0,0.0
16797,1.0,0.0
16802,1.0,0.0
16807,1.0,0.0
16815,1.0,1.0
16819,0.0,1.0
16820,0.0,1.0
16828,1.0,0.0
16830,1.0,0.0
16840,0.0,1.0
16844,1.0,0.0
16846,1.0,0.0
16854,1.0,0.0
16861,1.0,0.0
16876,1.0,1.0
16877,0.0,1.0
16878,0.0,1.0
16883,0.0,1.0
16888,1.0,0.0
16890,1.0,0.0
16891,0.0,1.0
16892,0.0,1.0
16896,0.0,1.0
16902,1.0,0.0
16911,0.0,1.0
16917,1.0,0.0
16920,1.0,0.0
16921,1.0,0.0
16924,1.0,0.0
16926,0.0,1.0
16927,0.0,1.0
16928,0.0,1.0
16933,0.0,1.0
16934,0.0,1.0
16935,1.0,0.0
16937,0.0,1.0
16939,0.0,1.0
16940,0.0,1.0
16941,0.0,1.0
16942,0.0,1.0
16944,0.0,1.0
16954,1.0,0.0
16955,1.0,0.0
16962,1.0,0.0
16963,1.0,0.0
16965,0.0,1.0
16966,0.0,1.0
16968,0.0,1.0
16970,0.0,1.0
16971,0.0,1.0
16972,0.0,1.0
16973,0.0,1.0
16974,0.0,1.0
16975,0.0,1.0
16976,0.0,1.0
16985,0.0,1.0
16987,0.0,1.0
16988,0.0,1.0
16989,0.0,1.0
16998,1.0,0.0
17003,0.0,1.0
17004,0.0,1.0
17005,0.0,1.0
17007,1.0,0.0
17011,0.0,1.0
17012,0.0,1.0
17019,1.0,0.0
17021,0.0,1.0
17022,0.0,1.0
17026,1.0,0.0
17027,1.0,0.0
17028,1.0,0.0
17029,0.0,1.0
17030,0.0,1.0
17032,1.0,0.0
17036,0.0,1.0
17039,0.0,1.0
17040,0.0,1.0
17041,0.0,1.0
17042,0.0,1.0
17044,1.0,0.0
17045,1.0,0.0
17050,1.0,0.0
17053,1.0,0.0
17056,1.0,0.0
17063,1.0,0.0
17065,1.0,0.0
17066,1.0,0.0
17070,1.0,0.0
17082,1.0,0.0
17085,1.0,0.0
17088,0.0,1.0
17089,0.0,1.0
17092,0.0,1.0
17097,1.0,0.0
17108,1.0,0.0
17121,1.0,0.0
17125,1.0,0.0
17129,1.0,0.0
17147,1.0,0.0
17155,1.0,0.0
17162,1.0,0.0
17185,1.0,0.0
17200,1.0,0.0
17201,1.0,0.0
17207,1.0,1.0
17208,0.0,1.0
17209,0.0,1.0
17211,0.0,1.0
17213,0.0,1.0
17218,1.0,0.0
17219,0.0,1.0
17225,0.0,1.0
17226,0.0,1.0
17227,0.0,1.0
17228,0.0,1.0
17229,0.0,1.0
17232,0.0,1.0
17235,0.0,1.0
17236,0.0,1.0
17237,0.0,1.0
17246,0.0,1.0
17247,0.0,1.0
17248,0.0,1.0
17249,0.0,1.0
17250,0.0,1.0
17252,0.0,1.0
17253,0.0,1.0
17255,0.0,1.0
17258,0.0,1.0
17260,0.0,1.0
17263,1.0,0.0
17266,0.0,1.0
17271,0.0,1.0
17272,1.0,0.0
17274,0.0,1.0
17275,0.0,1.0
17276,0.0,1.0
17278,1.0,0.0
17279,1.0,0.0
17281,1.0,0.0
17283,1.0,0.0
17288,1.0,0.0
17296,1.0,0.0
17298,0.0,1.0
17300,0.0,1.0
17303,0.0,1.0
17304,1.0,0.0
17309,1.0,0.0
17320,0.0,1.0
17321,0.0,1.0
17322,0.0,1.0
17323,0.0,1.0
17324,0.0,1.0
17338,1.0,0.0
17348,1.0,0.0
17354,0.0,1.0
17356,0.0,1.0
17357,0.0,1.0
17359,0.0,1.0
17360,0.0,1.0
17361,0.0,1.0
17362,0.0,1.0
17363,0.0,1.0
17364,0.0,1.0
17368,0.0,1.0
17369,0.0,1.0
17370,0.0,1.0
17371,0.0,1.0
17378,1.0,0.0
17391,1.0,0.0
17395,1.0,0.0
17396,0.0,1.0
17397,1.0,0.0
17410,0.0,1.0
17411,0.0,1.0
17415,1.0,0.0
17426,0.0,1.0
17427,0.0,1.0
17429,0.0,1.0
17430,1.0,0.0
17432,0.0,1.0
17443,1.0,0.0
17446,1.0,0.0
17451,0.0,1.0
17452,0.0,1.0
17453,0.0,1.0
17458,0.0,1.0
17461,0.0,1.0
17463,0.0,1.0
17464,0.0,1.0
17468,0.0,1.0
17470,0.0,1.0
17480,0.0,1.0
17481,0.0,1.0
17482,0.0,1.0
17483,1.0,1.0
17484,0.0,1.0
17486,1.0,0.0
17488,1.0,0.0
17491,0.0,1.0
17492,0.0,1.0
17493,0.0,1.0
17497,1.0,0.0
17499,1.0,0.0
17503,0.0,1.0
17504,0.0,1.0
17505,0.0,1.0
17507,0.0,1.0
17509,1.0,1.0
17512,0.0,1.0
17516,0.0,1.0
17517,0.0,1.0
17518,1.0,0.0
17519,0.0,1.0
17520,0.0,1.0
17535,0.0,1.0
17537,0.0,1.0
17539,0.0,1.0
17540,0.0,1.0
17546,1.0,0.0
17557,1.0,0.0
17560,0.0,1.0
17561,0.0,1.0
17564,1.0,1.0
17565,1.0,1.0
17566,0.0,1.0
17577,1.0,1.0
17584,1.0,0.0
17589,0.0,1.0
17590,0.0,1.0
17591,0.0,1.0
17594,1.0,0.0
17599,0.0,1.0
17601,0.0,1.0
17603,0.0,1.0
17604,0.0,1.0
17605,0.0,1.0
17606,0.0,1.0
17607,0.0,1.0
17618,0.0,1.0
17619,0.0,1.0
17621,0.0,1.0
17625,0.0,1.0
17626,0.0,1.0
17629,0.0,1.0
17633,0.0,1.0
17637,1.0,0.0
17639,0.0,1.0
17640,0.0,1.0
17641,0.0,1.0
17642,0.0,1.0
17644,1.0,1.0
17648,0.0,1.0
17649,0.0,1.0
17650,0.0,1.0
17652,0.0,1.0
17653,0.0,1.0
17654,0.0,1.0
17671,1.0,0.0
17677,1.0,0.0
17691,1.0,0.0
17698,0.0,1.0
17704,1.0,0.0
17712,1.0,0.0
17719,1.0,0.0
17723,0.0,1.0
17724,0.0,1.0
17725,0.0,1.0
17726,0.0,1.0
17728,1.0,0.0
17731,0.0,1.0
17732,0.0,1.0
17735,0.0,1.0
17737,0.0,1.0
17741,1.0,0.0
17745,1.0,0.0
17756,0.0,1.0
17757,0.0,1.0
17758,0.0,1.0
17762,1.0,0.0
17781,1.0,0.0
17782,1.0,0.0
17789,0.0,1.0
17796,1.0,1.0
17797,0.0,1.0
17799,1.0,0.0
17801,0.0,1.0
17804,1.0,0.0
17809,0.0,1.0
17814,1.0,0.0
17815,1.0,0.0
17819,1.0,0.0
17827,1.0,0.0
17830,0.0,1.0
17832,0.0,1.0
17833,0.0,1.0
17834,1.0,0.0
17840,1.0,0.0
17841,0.0,1.0
17842,0.0,1.0
17843,0.0,1.0
17845,1.0,0.0
17848,0.0,1.0
17849,0.0,1.0
17850,0.0,1.0
17852,0.0,1.0
17853,0.0,1.0
17855,0.0,1.0
17857,0.0,1.0
17858,1.0,0.0
17865,1.0,0.0
17868,0.0,1.0
17869,0.0,1.0
17871,0.0,1.0
17872,0.0,1.0
17876,0.0,1.0
17877,0.0,1.0
17878,0.0,1.0
17882,1.0,0.0
17884,1.0,0.0
17889,1.0,0.0
17906,1.0,0.0
17910,0.0,1.0
17912,0.0,1.0
17913,0.0,1.0
17915,0.0,1.0
17917,0.0,1.0
17918,0.0,1.0
17919,1.0,0.0
17922,1.0,0.0
17925,1.0,0.0
17927,0.0,1.0
17932,1.0,0.0
17935,1.0,0.0
17938,0.0,1.0
17939,0.0,1.0
17941,0.0,1.0
17943,0.0,1.0
17944,0.0,1.0
17948,0.0,1.0
17949,0.0,1.0
17954,0.0,1.0
17956,0.0,1.0
17957,0.0,1.0
17959,1.0,0.0
17968,1.0,0.0
17976,0.0,1.0
17977,1.0,0.0
17979,1.0,1.0
17982,1.0,0.0
17985,0.0,1.0
