,clip_id,mp3_path,track_number,title,artist,album,url,segmentStart,segmentEnd,original_url
21549,47374,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/liquid_zen-seventythree-11-wobble_into_venus-262-291.mp3,11,Wobble Into Venus,Liquid Zen,Seventythree,http://www.magnatune.com/artists/albums/liquid-seventythree/,262,291,http://he3.magnatune.com/all/11-Wobble%20Into%20Venus%20-%20Liquid%20Zen.mp3
21660,47603,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/richard_savino-murcia__danza_y_diferencias-12-ayre-0-29.mp3,12,Ayre,Richard Savino,Murcia - Danza y Diferencias,http://www.magnatune.com/artists/albums/savino-murcia/,0,29,http://he3.magnatune.com/all/12-Ayre-Richard%20Savino.mp3
3325,7367,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/kammen___swan-wild_wood-02-foggy_tam_set-204-233.mp3,2,Foggy Tam Set,Kammen & Swan,Wild Wood,http://www.magnatune.com/artists/albums/shira-wildwood/,204,233,http://he3.magnatune.com/all/02-Foggy%20Tam%20Set-Kammen%20%26%20Swan.mp3
21117,46367,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/jamie_janover_and_michael_masley-all_strings_considered-11-outerlude-0-29.mp3,11,Outerlude,Jamie Janover and Michael Masley,All Strings Considered,http://www.magnatune.com/artists/albums/masley-allstrings/,0,29,http://he3.magnatune.com/all/11-Outerlude-Jamie%20Janover%20and%20Michael%20Masley.mp3
25732,58433,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/the_art_of_the_lute_player-the_art_of_the_lute_player-29-ave_mario__josquin_des_prez__simon_gintzler__jacob_heringman-117-146.mp3,29,Ave Mario _ Josquin des Prez - Simon Gintzler - Jacob Heringman,The Art of the Lute Player,The Art of the Lute Player,http://www.magnatune.com/artists/albums/heringman-artlute/,117,146,http://he3.magnatune.com/all/29-Ave%20Mario%20_%20Josquin%20des%20Prez%20-%20Simon%20Gintzler%20-%20Jacob%20Heringman%20-%20The%20Art%20of%20the%20Lute%20Player.mp3
14772,32371,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/elizabeth_wolff-moments_musicaux-07-moritz_moszkowski__3_moments_musicaux_op__7__allegramente-88-117.mp3,7,Moritz Moszkowski - 3 Moments Musicaux Op. 7 - Allegramente,Elizabeth Wolff,Moments Musicaux,http://www.magnatune.com/artists/albums/wolff-moments/,88,117,http://he3.magnatune.com/all/07-Moritz%20Moszkowski%20-%203%20Moments%20Musicaux%20Op.%207%20-%20Allegramente-Elizabeth%20Wolff.mp3
24719,55302,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/daniel_ben_pienaar-book_2_cd1_welltempered_clavier-18-prelude_and_fugue_no__9_in_e_major_bwv_878_fuga-175-204.mp3,18,Prelude And Fugue No. 9 In E Major BWV 878_ Fuga,Daniel Ben Pienaar,Book 2 CD1 Well-Tempered Clavier,http://www.magnatune.com/artists/albums/dbp-wtc2a/,175,204,http://he3.magnatune.com/all/18-Prelude%20And%20Fugue%20No.%209%20In%20E%20Major%20BWV%20878_%20Fuga-Daniel%20Ben%20Pienaar.mp3
9966,21876,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/burnshee_thornside-rock_this_moon-05-consuelo-0-29.mp3,5,Consuelo,Burnshee Thornside,Rock This Moon,http://www.magnatune.com/artists/albums/burnshee-moon/,0,29,http://he3.magnatune.com/all/05-Consuelo-Burnshee%20Thornside.mp3
20940,46056,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/ehren_starks-lines_build_walls-11-leaving_the_theatre-233-262.mp3,11,Leaving the Theatre,Ehren Starks,Lines Build Walls,http://www.magnatune.com/artists/albums/ehren-lines/,233,262,http://he3.magnatune.com/all/11-Leaving%20the%20Theatre-Ehren%20Starks.mp3
8690,19014,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/kammen___swan-wild_wood-04-petticoat_set-146-175.mp3,4,Petticoat Set,Kammen & Swan,Wild Wood,http://www.magnatune.com/artists/albums/shira-wildwood/,146,175,http://he3.magnatune.com/all/04-Petticoat%20Set-Kammen%20%26%20Swan.mp3
24624,55035,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/justin_bianco-finality-18-ascension-0-29.mp3,18,Ascension,Justin Bianco,Finality,http://www.magnatune.com/artists/albums/bianco-finality/,0,29,http://he3.magnatune.com/all/18-Ascension-Justin%20Bianco.mp3
23678,52495,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/richard_savino-mertz__bardic_sounds-15-childrens_fairy_tale-320-349.mp3,15,Children's Fairy Tale,Richard Savino,Mertz - Bardic Sounds,http://www.magnatune.com/artists/albums/savino-mertz/,320,349,http://he3.magnatune.com/all/15-Children's%20Fairy%20Tale-Richard%20Savino.mp3
16618,36489,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/ehren_starks-lines_build_walls-08-new_years_love-146-175.mp3,8,New Year's Love,Ehren Starks,Lines Build Walls,http://www.magnatune.com/artists/albums/ehren-lines/,146,175,http://he3.magnatune.com/all/08-New%20Year's%20Love-Ehren%20Starks.mp3
20453,44938,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/tanya_tomkins_and_eric_zivian-beethoven_piano_and_cello_works-11-11_bagatelles_for_solo_fortepiano_op__119_no__8-30-59.mp3,11,11 Bagatelles for Solo Fortepiano op. 119 no. 8,Tanya Tomkins and Eric Zivian,Beethoven Piano and Cello Works,http://www.magnatune.com/artists/albums/tomkins-beethoven/,30,59,http://he3.magnatune.com/all/11-11%20Bagatelles%20for%20Solo%20Fortepiano%20op.%20119%20no.%208-Tanya%20Tomkins%20and%20Eric%20Zivian.mp3
8717,19068,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/mutandina-mutandina-04-portate_bien-0-29.mp3,4,Portate Bien,Mutandina,Mutandina,http://www.magnatune.com/artists/albums/mutandina-1/,0,29,http://he3.magnatune.com/all/04-Portate%20Bien-Mutandina.mp3
22301,49077,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/jade_leary-fossildawn-12-system-117-146.mp3,12,System,Jade Leary,Fossildawn,http://www.magnatune.com/artists/albums/jade-fossildawn/,117,146,http://he3.magnatune.com/all/12-System-Jade%20Leary.mp3
11770,25867,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/anamar-transfado-06-amen-117-146.mp3,6,Amen,Anamar,Transfado,http://www.magnatune.com/artists/albums/anamar-transfado/,117,146,http://he3.magnatune.com/all/06-Amen-Anamar.mp3
23936,53133,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/ensemble_mirable-triemer_six_cello_sonatas-15-sonata_4_adagio-88-117.mp3,15,Sonata 4 (Adagio),Ensemble Mirable,Triemer Six Cello Sonatas,http://www.magnatune.com/artists/albums/mirable-triemer/,88,117,http://he3.magnatune.com/all/15-Sonata%204%20(Adagio)-Ensemble%20Mirable.mp3
17875,39226,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/c_layne-the_sun_will_come_out_to_blind_you-09-fight_the_sea-0-29.mp3,9,Fight The Sea,C Layne,The Sun Will Come Out to Blind You,http://www.magnatune.com/artists/albums/clayne-blind/,0,29,http://he3.magnatune.com/all/09-Fight%20The%20Sea-C%20Layne.mp3
5425,11821,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/barry_phillips-trad-03-bisonpolska-117-146.mp3,3,Bisonpolska,Barry Phillips,Trad,http://www.magnatune.com/artists/albums/phillips-trad/,117,146,http://he3.magnatune.com/all/03-Bisonpolska-Barry%20Phillips.mp3
9394,20604,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/jamie_janover_and_michael_masley-all_strings_considered-04-under_fire_and_water-59-88.mp3,4,Under Fire And Water,Jamie Janover and Michael Masley,All Strings Considered,http://www.magnatune.com/artists/albums/masley-allstrings/,59,88,http://he3.magnatune.com/all/04-Under%20Fire%20And%20Water-Jamie%20Janover%20and%20Michael%20Masley.mp3
592,1439,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/magnatune-romantic_dinner_classical_compilation-01-ensemble_mirable__from_triemer_six_cello_sonatas-378-407.mp3,1,Ensemble Mirable - from Triemer Six Cello Sonatas,Magnatune,Romantic Dinner Classical Compilation,http://www.magnatune.com/artists/albums/magnacomp-dinner/,378,407,http://he3.magnatune.com/all/01-Ensemble%20Mirable%20-%20from%20Triemer%20Six%20Cello%20Sonatas-Magnatune.mp3
7446,16281,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/ralph_meulenbroeks-gambomania-04-sonata_in_d_minor_adagio_karl_friedrich_abel-59-88.mp3,4,-Sonata in d minor_ Adagio (Karl Friedrich Abel)-,Ralph Meulenbroeks,Gambomania,http://www.magnatune.com/artists/albums/meulenbroeks-gambomania/,59,88,http://he3.magnatune.com/all/04--Sonata%20in%20d%20minor_%20Adagio%20(Karl%20Friedrich%20Abel)--Ralph%20Meulenbroeks.mp3
17764,38965,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/ralph_rousseau_meulenbroeks-moved_by_marais-09-courante_suite_in_g_minor_le_troisieme_livre_de_pieces_de_viole_1711-0-29.mp3,9,Courante_ Suite In G Minor_ Le Troisieme Livre De Pieces De Viole (1711),Ralph Rousseau Meulenbroeks,Moved By Marais,http://www.magnatune.com/artists/albums/meulenbroeks-marais/,0,29,http://he3.magnatune.com/all/09-Courante_%20Suite%20In%20G%20Minor_%20Le%20Troisieme%20Livre%20De%20Pieces%20De%20Viole%20(1711)-Ralph%20Rousseau%20Meulenbroeks.mp3
9100,19869,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/ensemble_mirable-triemer_six_cello_sonatas-04-sonata_1_tempo_di_gavotta-59-88.mp3,4,Sonata 1 (Tempo di Gavotta),Ensemble Mirable,Triemer Six Cello Sonatas,http://www.magnatune.com/artists/albums/mirable-triemer/,59,88,http://he3.magnatune.com/all/04-Sonata%201%20(Tempo%20di%20Gavotta)-Ensemble%20Mirable.mp3
4043,8831,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/vito_paternoster-cd2bach_sonatas_and_partitas_for_solo_violin-02-partita_seconda_in_sol_minore__corrente-30-59.mp3,2,Partita Seconda in sol minore - corrente,Vito Paternoster,CD2-Bach Sonatas and Partitas for solo violin,http://www.magnatune.com/artists/albums/paternoster-sonatas2/,30,59,http://he3.magnatune.com/all/02-Partita%20Seconda%20in%20sol%20minore%20-%20corrente-Vito%20Paternoster.mp3
13726,30101,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/ralph_meulenbroeks-gambomania-07-la_reveuse_martin_marais-378-407.mp3,7,-La Reveuse (Martin Marais)-,Ralph Meulenbroeks,Gambomania,http://www.magnatune.com/artists/albums/meulenbroeks-gambomania/,378,407,http://he3.magnatune.com/all/07--La%20Reveuse%20(Martin%20Marais)--Ralph%20Meulenbroeks.mp3
2010,4325,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/kammen___swan-wild_wood-01-shetland_set-117-146.mp3,1,Shetland Set,Kammen & Swan,Wild Wood,http://www.magnatune.com/artists/albums/shira-wildwood/,117,146,http://he3.magnatune.com/all/01-Shetland%20Set-Kammen%20%26%20Swan.mp3
16745,36763,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-08-paduana_and_galliard_brade-0-29.mp3,8,Paduana and Galliard (Brade),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,0,29,http://he3.magnatune.com/all/08-Paduana%20and%20Galliard%20(Brade)-New%20York%20Consort%20of%20Viols.mp3
8784,19244,D:/Research/Data/MIR/MagnaTagATune/mp3_full/3/american_baroque-mozart_4_quartets_for_strings_and_winds-04-quartet_in_g_k285a__andante-436-465.mp3,4,Quartet in G (K285a) - Andante,American Baroque,Mozart 4 Quartets for Strings and Winds,http://www.magnatune.com/artists/albums/abaroque-mozart/,436,465,http://he3.magnatune.com/all/04-Quartet%20in%20G%20(K285a)%20-%20Andante-American%20Baroque.mp3
13421,29418,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/vito_paternoster-cd1bach_cello_suites-06-suite_i_in_sol_maggiore__gigue-30-59.mp3,6,Suite I in Sol maggiore - gigue,Vito Paternoster,CD1-Bach Cello Suites,http://www.magnatune.com/artists/albums/paternoster-cellosuites1/,30,59,http://he3.magnatune.com/all/06-Suite%20I%20in%20Sol%20maggiore%20-%20gigue-Vito%20Paternoster.mp3
16749,36773,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-08-paduana_and_galliard_brade-291-320.mp3,8,Paduana and Galliard (Brade),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,291,320,http://he3.magnatune.com/all/08-Paduana%20and%20Galliard%20(Brade)-New%20York%20Consort%20of%20Viols.mp3
24589,54964,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/american_baroque-dances_and_suites_of_rameau_and_couperin-17-vif_suite_from_les_fetes_dhebe_rameau-0-29.mp3,17,Vif Suite from Les Fetes D'Hebe (Rameau),American Baroque,Dances and Suites of Rameau and Couperin,http://www.magnatune.com/artists/albums/abaroque-rameau/,0,29,http://he3.magnatune.com/all/17-Vif%20Suite%20from%20Les%20Fetes%20D'Hebe%20(Rameau)-American%20Baroque.mp3
24802,55584,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/philharmonia_baroque-cd1_scarlatti__cecilian_vespers-19-antiphon_valerianus-146-175.mp3,19,Antiphon_ Valerianus,Philharmonia Baroque,CD1 Scarlatti - Cecilian Vespers,http://www.magnatune.com/artists/albums/pb-vespers1/,146,175,http://he3.magnatune.com/all/19-Antiphon_%20Valerianus-Philharmonia%20Baroque.mp3
25727,58414,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-28-suite_menuet_en_rondau_pezold-233-262.mp3,28,Suite_ Menuet en Rondau (Pezold),Janine Johnson,Telemann Harpsichord Solos from Der Getreue Music Meister,http://www.magnatune.com/artists/albums/jjohnson-telemann/,233,262,http://he3.magnatune.com/all/28-Suite_%20Menuet%20en%20Rondau%20(Pezold)-Janine%20Johnson.mp3
10253,22534,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/philharmonia_baroque-rameau_and_leclair-05-gavottes__air_pour_les_pagodes__contredanse_en_roundeau_rameau_les_paladins-262-291.mp3,5,Gavottes _ Air pour les Pagodes _ Contredanse en roundeau (Rameau_ Les Paladins),Philharmonia Baroque,Rameau and Leclair,http://www.magnatune.com/artists/albums/pb-rameau-leclair/,262,291,http://he3.magnatune.com/all/05-Gavottes%20_%20Air%20pour%20les%20Pagodes%20_%20Contredanse%20en%20roundeau%20(Rameau_%20Les%20Paladins)-Philharmonia%20Baroque.mp3
18075,39628,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/apa_ya-apa_ya-09-india_electrique-0-29.mp3,9,India Electrique,Apa Ya,Apa Ya,http://www.magnatune.com/artists/albums/headroom-apa/,0,29,http://he3.magnatune.com/all/09-India%20Electrique-Apa%20Ya.mp3
5411,11796,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/sand_craig_and_dornenburg-biber_violin_sonatas-03-biber_rosary_sonata_1_in_d_minor_the_annunciation-0-29.mp3,3,Biber_ Rosary Sonata 1 in D Minor The Annunciation,Sand Craig and Dornenburg,Biber Violin Sonatas,http://www.magnatune.com/artists/albums/scd-biber/,0,29,http://he3.magnatune.com/all/03-Biber_%20Rosary%20Sonata%201%20in%20D%20Minor%20The%20Annunciation-Sand%20Craig%20and%20Dornenburg.mp3
18923,41522,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/telemann_trio_berlin-telemann_trio_berlin-09-triosonate_in_ddur__largo_c_p__bach-146-175.mp3,9,Triosonate in D-Dur - Largo (C.P. Bach),Telemann Trio Berlin,Telemann Trio Berlin,http://www.magnatune.com/artists/albums/telemann-telemann/,146,175,http://he3.magnatune.com/all/09-Triosonate%20in%20D-Dur%20-%20Largo%20(C.P.%20Bach)-Telemann%20Trio%20Berlin.mp3
13606,29857,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/music_of_the_spheres-music_of_the_spheres-06-von_biber_passacaglia_for_solo_violins-378-407.mp3,6,von Biber_ Passacaglia for solo violins,Music of the Spheres,Music of the Spheres,http://www.magnatune.com/artists/albums/spheres-spheres/,378,407,http://he3.magnatune.com/all/06-von%20Biber_%20Passacaglia%20for%20solo%20violins-Music%20of%20the%20Spheres.mp3
24907,55884,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/magnatune-classical-19-phoebe_carrai_js_bach_cello_suite_no__1_in_g_major_gigue_bwv_1007-0-29.mp3,19,Phoebe Carrai_ JS Bach Cello Suite no. 1 in G Major Gigue (BWV 1007),Magnatune,Classical,http://www.magnatune.com/artists/albums/magnacomp-classical/,0,29,http://he3.magnatune.com/all/19-Phoebe%20Carrai_%20JS%20Bach%20Cello%20Suite%20no.%201%20in%20G%20Major%20Gigue%20(BWV%201007)-Magnatune.mp3
23389,51758,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/barry_phillips-trad-14-polska_e__blinda_pelle-59-88.mp3,14,Polska e. Blinda Pelle,Barry Phillips,Trad,http://www.magnatune.com/artists/albums/phillips-trad/,59,88,http://he3.magnatune.com/all/14-Polska%20e.%20Blinda%20Pelle-Barry%20Phillips.mp3
13321,29203,D:/Research/Data/MIR/MagnaTagATune/mp3_full/3/les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-06-sonata_viii_in_c_minor_schenck-552-581.mp3,6,Sonata VIII in C minor (Schenck),Les Filles de Sainte Colombe,German music for Viols and Harpsichord,http://www.magnatune.com/artists/albums/filles-german/,552,581,http://he3.magnatune.com/all/06-Sonata%20VIII%20in%20C%20minor%20(Schenck)-Les%20Filles%20de%20Sainte%20Colombe.mp3
12381,27216,D:/Research/Data/MIR/MagnaTagATune/mp3_full/3/sherefe-opium-06-geldim_bir_kara_tasha-320-349.mp3,6,Geldim Bir Kara Tasha,Sherefe,Opium,http://www.magnatune.com/artists/albums/manno-opium/,320,349,http://he3.magnatune.com/all/06-Geldim%20Bir%20Kara%20Tasha-Sherefe.mp3
11696,25698,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/philharmonia_baroque-beethoven_symphonies_no_3_eroica_and_no_8-06-8_symph_3rd-88-117.mp3,6,8 Symph 3rd,Philharmonia Baroque,Beethoven Symphonies No 3 Eroica and No 8,http://www.magnatune.com/artists/albums/pb-eroica/,88,117,http://he3.magnatune.com/all/06-8%20Symph%203rd-Philharmonia%20Baroque.mp3
14952,32701,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/vito_paternoster-cd1bach_sonatas_and_partitas_for_solo_violin-07-partita_prima_in_mi_minore__corrente-59-88.mp3,7,Partita Prima in mi minore - Corrente,Vito Paternoster,CD1-Bach Sonatas and Partitas for solo violin,http://www.magnatune.com/artists/albums/paternoster-sonatas1/,59,88,http://he3.magnatune.com/all/07-Partita%20Prima%20in%20mi%20minore%20-%20Corrente-Vito%20Paternoster.mp3
13302,29158,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/richard_savino-legrenzi__venice_before_vivaldi-06-sonata_la_forni-59-88.mp3,6,Sonata La Forni,Richard Savino,Legrenzi - Venice Before Vivaldi,http://www.magnatune.com/artists/albums/savino-legrenzi/,59,88,http://he3.magnatune.com/all/06-Sonata%20La%20Forni-Richard%20Savino.mp3
5207,11349,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/tanya_tomkins_and_eric_zivian-beethoven_piano_and_cello_works-03-7_variations_on_a_theme_from_the_magic_flute_in_eb_woo_46-320-349.mp3,3,7 variations on a theme from the Magic Flute in Eb WoO 46,Tanya Tomkins and Eric Zivian,Beethoven Piano and Cello Works,http://www.magnatune.com/artists/albums/tomkins-beethoven/,320,349,http://he3.magnatune.com/all/03-7%20variations%20on%20a%20theme%20from%20the%20Magic%20Flute%20in%20Eb%20WoO%2046-Tanya%20Tomkins%20and%20Eric%20Zivian.mp3
10842,23842,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/the_sarasa_ensemble-a_baroque_mosaic-05-partia_no_5__passacaglia_biber-146-175.mp3,5,Partia No 5 - Passacaglia (Biber),The Sarasa Ensemble,A Baroque Mosaic,http://www.magnatune.com/artists/albums/sarasa-baroque/,146,175,http://he3.magnatune.com/all/05-Partia%20No%205%20-%20Passacaglia%20(Biber)-The%20Sarasa%20Ensemble.mp3
13936,30624,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/sand_craig_and_dornenburg-biber_violin_sonatas-07-biber_rosary_sonata_12_in_c_major_the_ascension-30-59.mp3,7,Biber_ Rosary Sonata 12 in C Major The Ascension,Sand Craig and Dornenburg,Biber Violin Sonatas,http://www.magnatune.com/artists/albums/scd-biber/,30,59,http://he3.magnatune.com/all/07-Biber_%20Rosary%20Sonata%2012%20in%20C%20Major%20The%20Ascension-Sand%20Craig%20and%20Dornenburg.mp3
79,157,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-01-3_almaines_holborne-581-610.mp3,1,3 Almaines (Holborne),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,581,610,http://he3.magnatune.com/all/01-3%20Almaines%20(Holborne)-New%20York%20Consort%20of%20Viols.mp3
22823,50294,D:/Research/Data/MIR/MagnaTagATune/mp3_full/2/shira_kammen-the_almanac-13-o_western_wind-59-88.mp3,13,O Western Wind,Shira Kammen,The Almanac,http://www.magnatune.com/artists/albums/shira-almanac/,59,88,http://he3.magnatune.com/all/13-O%20Western%20Wind-Shira%20Kammen.mp3
17663,38719,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/sand_craig_and_dornenburg-biber_violin_sonatas-09-biber_rosary_sonata_14_in_d_major_the_assumption_of_mary-146-175.mp3,9,Biber_ Rosary Sonata 14 in D Major The Assumption of Mary,Sand Craig and Dornenburg,Biber Violin Sonatas,http://www.magnatune.com/artists/albums/scd-biber/,146,175,http://he3.magnatune.com/all/09-Biber_%20Rosary%20Sonata%2014%20in%20D%20Major%20The%20Assumption%20of%20Mary-Sand%20Craig%20and%20Dornenburg.mp3
13596,29844,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/music_of_the_spheres-music_of_the_spheres-06-von_biber_passacaglia_for_solo_violins-0-29.mp3,6,von Biber_ Passacaglia for solo violins,Music of the Spheres,Music of the Spheres,http://www.magnatune.com/artists/albums/spheres-spheres/,0,29,http://he3.magnatune.com/all/06-von%20Biber_%20Passacaglia%20for%20solo%20violins-Music%20of%20the%20Spheres.mp3
24092,53538,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/barry_phillips-trad-16-bjorndansen_e__olof_tillman-117-146.mp3,16,Bjorndansen e. Olof Tillman,Barry Phillips,Trad,http://www.magnatune.com/artists/albums/phillips-trad/,117,146,http://he3.magnatune.com/all/16-Bjorndansen%20e.%20Olof%20Tillman-Barry%20Phillips.mp3
8616,18884,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-04-paduana_and_galliard_brade-117-146.mp3,4,Paduana and Galliard (Brade),New York Consort of Viols,Dances and Canzonas of Holborne and Brade,http://www.magnatune.com/artists/albums/nyconsort-holborne/,117,146,http://he3.magnatune.com/all/04-Paduana%20and%20Galliard%20(Brade)-New%20York%20Consort%20of%20Viols.mp3
8581,18817,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/richard_savino-legrenzi__venice_before_vivaldi-04-o_mirandum_misterium-175-204.mp3,4,O Mirandum Misterium,Richard Savino,Legrenzi - Venice Before Vivaldi,http://www.magnatune.com/artists/albums/savino-legrenzi/,175,204,http://he3.magnatune.com/all/04-O%20Mirandum%20Misterium-Richard%20Savino.mp3
2110,4656,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/richard_savino-legrenzi__venice_before_vivaldi-01-sonata_seconda_a_tre__due_violini_e_viola_da_brazzo-291-320.mp3,1,Sonata Seconda A Tre - Due Violini E Viola Da Brazzo,Richard Savino,Legrenzi - Venice Before Vivaldi,http://www.magnatune.com/artists/albums/savino-legrenzi/,291,320,http://he3.magnatune.com/all/01-Sonata%20Seconda%20A%20Tre%20-%20Due%20Violini%20E%20Viola%20Da%20Brazzo-Richard%20Savino.mp3
19543,42941,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/sarasa_ensemble_labelle_sylvan-bach_cantatas-10-ich_habe_genug_aria-117-146.mp3,10,Ich Habe Genug Aria,Sarasa Ensemble Labelle Sylvan,Bach Cantatas,http://www.magnatune.com/artists/albums/sarasa-bach/,117,146,http://he3.magnatune.com/all/10-Ich%20Habe%20Genug%20Aria-Sarasa%20Ensemble%20Labelle%20Sylvan.mp3
15893,34821,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/mercy_machine-in_your_bed__instrumental_mix-08-befangen_instrumental_mix-88-117.mp3,8,Befangen (instrumental mix),Mercy Machine,In Your Bed - instrumental mix,http://www.magnatune.com/artists/albums/mercy-inbedinst/,88,117,http://he3.magnatune.com/all/08-Befangen%20(instrumental%20mix)-Mercy%20Machine.mp3
21180,46529,D:/Research/Data/MIR/MagnaTagATune/mp3_full/3/vito_paternoster-inzaffirio-11-preludio_vi-117-146.mp3,11,Preludio VI,Vito Paternoster,Inzaffirio,http://www.magnatune.com/artists/albums/paternoster-inzaffirio/,117,146,http://he3.magnatune.com/all/11-Preludio%20VI-Vito%20Paternoster.mp3
21242,46625,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/american_baroque-dances_and_suites_of_rameau_and_couperin-11-rigaudons_suite_from_les_fetes_dhebe_rameau-30-59.mp3,11,Rigaudons Suite from Les Fetes D'Hebe (Rameau),American Baroque,Dances and Suites of Rameau and Couperin,http://www.magnatune.com/artists/albums/abaroque-rameau/,30,59,http://he3.magnatune.com/all/11-Rigaudons%20Suite%20from%20Les%20Fetes%20D'Hebe%20(Rameau)-American%20Baroque.mp3
10249,22525,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/philharmonia_baroque-rameau_and_leclair-05-gavottes__air_pour_les_pagodes__contredanse_en_roundeau_rameau_les_paladins-0-29.mp3,5,Gavottes _ Air pour les Pagodes _ Contredanse en roundeau (Rameau_ Les Paladins),Philharmonia Baroque,Rameau and Leclair,http://www.magnatune.com/artists/albums/pb-rameau-leclair/,0,29,http://he3.magnatune.com/all/05-Gavottes%20_%20Air%20pour%20les%20Pagodes%20_%20Contredanse%20en%20roundeau%20(Rameau_%20Les%20Paladins)-Philharmonia%20Baroque.mp3
23987,53262,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/katherine_roberts_perl-j_s__bach_french_suites-15-suite_no_3_in_b_minor_bwv_814_courante-117-146.mp3,15,Suite No 3 in B minor BWV 814_ Courante,Katherine Roberts Perl,J.S. Bach French Suites,http://www.magnatune.com/artists/albums/kperl-french/,117,146,http://he3.magnatune.com/all/15-Suite%20No%203%20in%20B%20minor%20BWV%20814_%20Courante-Katherine%20Roberts%20Perl.mp3
